"layer","Banda1","Banda2","Banda3","Banda4","Banda5","Banda6","Banda7","Banda10","Banda11"
14,11003.7724609375,10337.6962890625,10015.7919921875,10302.349609375,17980.654296875,18051.525390625,13236.126953125,33036.75,28547.115234375
14,10485.2490234375,9637.7431640625,9137.5771484375,8632.7119140625,17090.943359375,13914.6240234375,10247.5888671875,32589.5390625,28282.703125
5,12114.1923828125,11491.1669921875,10965.84375,11456.2021484375,13484.853515625,14310.640625,12451.6552734375,32753.529296875,28436.267578125
5,11765.9306640625,11053.2041015625,10407.3369140625,10405.5537109375,13389.8828125,12752.9462890625,11062.048828125,32554.447265625,28242.984375
5,11350.2880859375,10563.400390625,9956.92578125,9813.693359375,13958.375,12515.9697265625,10506.966796875,31933.16015625,27891.603515625
5,11519.4453125,10780.68359375,10297.623046875,10292.921875,15401.7119140625,12961.53515625,10584.65234375,31817.455078125,27856.39453125
5,11870.73828125,11245.125,10822.283203125,11039.6748046875,15162.6669921875,14129.0419921875,11711.0810546875,32137.583984375,28014.8828125
5,12028.1240234375,11426.3525390625,11000.1201171875,11473.6240234375,14235.505859375,14011.666015625,11920.0751953125,32364.16015625,28133.765625
5,11954.6328125,11328.662109375,10791.638671875,11040.71484375,13924.267578125,13669.2529296875,11844.1103515625,32280.103515625,28094.259765625
5,11798.7626953125,11125.4033203125,10722.306640625,10978.1201171875,14072.6513671875,13186.1181640625,11240.9931640625,31926.4609375,27906.6171875
5,11567.609375,10823.7216796875,10351.96484375,10399.302734375,14399.7197265625,12959.4443359375,10786.44140625,31733.26171875,27822.833984375
5,11519.716796875,10810.5439453125,10141.2109375,10194.6025390625,14378.1845703125,12761.9384765625,10558.3291015625,31705.330078125,27735.490234375
5,11624.841796875,10935.6240234375,10540.1181640625,10762.720703125,14625.3837890625,13643.3955078125,11500.2451171875,31944.865234375,27945.83984375
14,10356.6083984375,9446.470703125,8720.669921875,8226.5126953125,15837.37890625,13578.8115234375,10006.3671875,32542.974609375,28195.9375
14,10716.0068359375,9966.103515625,9451.9404296875,9501.2568359375,16661.67578125,17385.900390625,12731.302734375,32928.21875,28548.2421875
14,10639.43359375,9851.4619140625,9303.3525390625,9298.873046875,16362.7001953125,16875.900390625,12301.55859375,33289.56640625,28762.974609375
14,10725.3798828125,9980.7041015625,9480.2314453125,9667.1357421875,15966.1845703125,17695.91796875,12951.8271484375,33336.2421875,28845.5234375
14,10875.48828125,10188.3759765625,9785.5126953125,10178.7001953125,15711.5244140625,18911.390625,13942.80078125,33620.8671875,28954.6796875
14,10814.833984375,10084.24609375,9553.583984375,9742.7431640625,15047.8984375,17920.0703125,13435.7724609375,33729.05078125,28958.3125
14,10687.072265625,9947.1806640625,9559.205078125,9548.099609375,16747.232421875,16413.1328125,11833.2822265625,32664.427734375,28285.7109375
14,10332.90625,9434.8623046875,9009.9111328125,8153.17431640625,20435.373046875,13920.591796875,9434.0966796875,31879.509765625,27902.8515625
14,10598.9345703125,9785.5302734375,9203.109375,9168.9697265625,16278.142578125,16747.37109375,12206.01171875,32081.291015625,27981.62890625
14,10341.0068359375,9456.3525390625,9002.4384765625,8164.20068359375,19798.25,13401.5849609375,9211.9697265625,32128.64453125,28026.443359375
14,10736.9775390625,9981.873046875,9527.4306640625,9612.642578125,16117.990234375,16145.88671875,12008.3515625,32527.13671875,28239.505859375
14,10875.4140625,10184.802734375,9748.9697265625,10143.5712890625,14991.392578125,16779.244140625,13039.85546875,33601.56640625,28883.05859375
5,11573.154296875,10830.0537109375,10211.123046875,10222.2939453125,12992.40625,12467.783203125,10754.6162109375,32337.912109375,28154.369140625
5,11157.76171875,10321.166015625,9504.2568359375,8991.84375,12958.69921875,10550.3974609375,9023.7373046875,32064.734375,27964.896484375
5,11771.6923828125,11065.8173828125,10499.37890625,10418.65625,13252.7578125,12812.9765625,10991.1298828125,31850.080078125,27845.181640625
5,11829.6650390625,11204.126953125,10549.8935546875,10799.919921875,14337.9130859375,13186.611328125,11343.6328125,31945.244140625,27864.869140625
5,11747.44140625,11067.79296875,10503.31640625,10595.08984375,14193.076171875,13440.57421875,11379.884765625,32152.609375,28075.052734375
5,12075.646484375,11476.2490234375,11070.05859375,11463.953125,14985.7021484375,14206.474609375,11910.5,32134.953125,27989.244140625
5,12188.1015625,11547.072265625,11249.958984375,11430.470703125,14057.865234375,13962.5283203125,12029.009765625,32092.7265625,27938.142578125
5,11917.2451171875,11296.9150390625,10945.83984375,11143.2216796875,14818.3330078125,13425.5419921875,11404.4990234375,31952.779296875,27894.57421875
5,11182.697265625,10365.87890625,9994.78515625,9854.2587890625,16809.61328125,13628.37109375,10894.9755859375,31548.884765625,27664.251953125
5,11408.0302734375,10654.037109375,10144.962890625,10151.6572265625,15673.9169921875,13250.2392578125,10805.001953125,31444.787109375,27576.048828125
5,11145.6875,10346.857421875,9778.115234375,9707.0068359375,15606.0390625,12988.36328125,10646.4638671875,31436.501953125,27634.01953125
5,11228.228515625,10439.3271484375,9970.1044921875,9951.1328125,16122.94921875,13585.1484375,11050.4189453125,31614.91015625,27812.265625
5,12126.1455078125,11531.9599609375,11142.611328125,11346.474609375,14954.2041015625,14144.5029296875,11887.337890625,32003.146484375,28095.0703125
14,10601.94140625,9795.7392578125,9163.0537109375,9132.8681640625,15572.1904296875,16450.216796875,12144.65234375,33169.6796875,28603.80078125
14,10861.060546875,10165.138671875,9657.4921875,10022.263671875,14689.9013671875,18773.451171875,14194.5283203125,33811.5546875,29086.58203125
14,10801.9140625,10087.9482421875,9547.9521484375,9842.16796875,14589.1474609375,18342.99609375,13769.712890625,33375.2890625,28886.83984375
14,10785.0771484375,10067.595703125,9580.8837890625,9821.7177734375,15230.3134765625,18163.326171875,13508.9970703125,33010.53515625,28624.556640625
14,10900.31640625,10231.220703125,9828.2626953125,10187.9150390625,15883.71875,18947.95703125,14048.1748046875,33319.59765625,28762.0859375
14,10867.5,10148.447265625,9651.7431640625,9891.591796875,15467.89453125,17701.20703125,13359.2646484375,33381.5703125,28798.537109375
14,10724.775390625,9993.5732421875,9569.4736328125,9642.193359375,17219.41796875,16466.53125,11817.97265625,32228.162109375,28086.390625
14,10382.8232421875,9532.2119140625,9150.8955078125,8396.853515625,19809.86328125,13802.404296875,9354.255859375,31688.732421875,27753.6015625
14,10400.65234375,9547.16796875,9098.4404296875,8407.814453125,19081.15234375,13964.0517578125,9654.25,31617.166015625,27695.630859375
14,10680.7236328125,9901.28515625,9407.4716796875,9196.3818359375,17225.287109375,15522.2001953125,11468.974609375,32235.681640625,28135.80078125
14,10923.427734375,10267.4443359375,9898.625,10265.5224609375,15454.13671875,16955.8203125,13071.9609375,33156.75,28685.212890625
14,10854.2509765625,10161.60546875,9720.9580078125,10104.4619140625,15034.880859375,16911.8359375,12989.1484375,33941.65625,29079.150390625
5,11970.51171875,11343.892578125,10785.0546875,10982.69921875,12844.6435546875,11988.5029296875,10418.90234375,32358.3671875,28170.806640625
5,11625.05078125,10885.095703125,10378.787109375,10402.78125,13620.09765625,12769.4990234375,10944.01171875,31977.916015625,27895.638671875
5,11418.294921875,10657.2119140625,9872.109375,9534.310546875,13197.923828125,10766.1357421875,9158.9658203125,31726.736328125,27781.47265625
5,11448.9990234375,10717.9072265625,10026.8037109375,9855.3662109375,13243.37890625,12027.1181640625,10156.853515625,31797.193359375,27770.93359375
5,11687.5595703125,10979.5498046875,10287.5869140625,10177.99609375,13258.033203125,11745.890625,10034.7822265625,32005.69921875,27919.310546875
5,11915.4697265625,11263.96875,10671.2802734375,10666.361328125,14429.03125,12593.818359375,10403.599609375,31923.7421875,27862.08984375
5,11902.0302734375,11229.1640625,10686.259765625,10673.9677734375,14120.8583984375,12644.666015625,10549.083984375,31783.4296875,27784.5390625
5,11716.791015625,10994.986328125,10449.771484375,10531.52734375,13688.2763671875,12246.279296875,10435.9521484375,31732.85546875,27743.59765625
5,10997.888671875,10150.8857421875,9620.6708984375,9629.66015625,16048.931640625,13304.2890625,10912.9794921875,31388.830078125,27550.779296875
5,11101.0068359375,10276.4677734375,9725.1630859375,9696.42578125,15338.708984375,12943.6171875,10574.87890625,31286.90234375,27465.203125
5,11404.4345703125,10636.90234375,10101.494140625,10165.8935546875,15340.3544921875,13237.12890625,10938.4345703125,31446.310546875,27673.06640625
5,11365.4033203125,10643.33203125,10085.04296875,10254.2353515625,15743.58203125,13465.15234375,11011.8359375,31624.55859375,27806.50390625
5,11431.7421875,10678.318359375,10289.40234375,10209.07421875,15621.0078125,13192.8037109375,10661.7763671875,31812.537109375,27972.99609375
5,11650.400390625,10940.650390625,10382.01171875,10456.962890625,13671.841796875,12437.6767578125,10445.1796875,32156.875,28175.556640625
5,12041.64453125,11461.6640625,11059.8984375,11279.056640625,14000.1767578125,13723.248046875,11685.6884765625,32416.59375,28327.927734375
14,10658.580078125,9874.7109375,9330.064453125,9278.125,17245.775390625,16330.5224609375,11738.6474609375,33323.2265625,28845.369140625
14,11150.810546875,10605.9345703125,10343.9248046875,11101.427734375,16316.8203125,19684.30078125,14462.8271484375,33831.53515625,29099.529296875
14,10940.85546875,10306.3583984375,9934.521484375,10364.83203125,15941.0927734375,18164.548828125,13336.8759765625,33562.8203125,28939.2578125
14,10383.134765625,9504.2060546875,8889.6376953125,8359.015625,18878.69140625,14092.7255859375,9977.4775390625,32082.173828125,28042.314453125
14,10139.95703125,9159.0078125,8444.578125,7536.80810546875,20883.3671875,11808.267578125,8178.49755859375,31188.896484375,27450.396484375
14,10258.7587890625,9312.8671875,8718.203125,7906.24755859375,20522.05859375,13051.7490234375,8998.4150390625,31353.044921875,27555.640625
14,10422.3232421875,9520.7861328125,8944.3388671875,8349.443359375,19448.61328125,14484.3505859375,10100.3798828125,31586.01953125,27731.501953125
14,10171.2978515625,9178.439453125,8479.1953125,7498.85791015625,20363.271484375,12261.810546875,8285.7177734375,31131.810546875,27452.74609375
14,10437.140625,9557.3125,8946.1669921875,8557.6982421875,17193.38671875,14457.296875,10352.107421875,31609.55859375,27730.03125
14,10568.9638671875,9785.1337890625,9270.8955078125,9219.7001953125,16696.83984375,15598.189453125,11347.369140625,32143.740234375,28020.326171875
14,10561.615234375,9739.9208984375,9286.3623046875,9011.044921875,19040.275390625,15554.8603515625,11114.9033203125,32721.400390625,28332.17578125
14,10848.822265625,10168.029296875,9750.919921875,10114.431640625,15035.6845703125,16615.82421875,12834.560546875,33572.26171875,28906.828125
14,10905.642578125,10246.6689453125,9841.08984375,10279.5302734375,15090.2333984375,16990.607421875,13212.2294921875,33935.5234375,29102.650390625
14,11013.326171875,10316.1962890625,9905.083984375,10059.5302734375,16197.01953125,15986.005859375,12385.84375,32899.390625,28538.775390625
5,11370.736328125,10593.208984375,10143.849609375,9789.8759765625,16212.7587890625,12708.052734375,9751.59375,31548.65234375,27651.345703125
5,11566.12890625,10874.896484375,10139.7060546875,9965.72265625,14028.4912109375,11987.3681640625,10130.8056640625,31518.677734375,27630.57421875
5,11525.1103515625,10763.318359375,10143.0458984375,9959.7216796875,13203.3779296875,11554.2607421875,9770.7529296875,31907.583984375,27848.849609375
5,11714.60546875,11005.4755859375,10360.6552734375,10513.5,12713.9873046875,12394.6689453125,10916.05078125,32342.125,28117.94140625
5,11931.37109375,11291.0791015625,10808.8291015625,11044.9814453125,13721.30859375,13326.0791015625,11323.4482421875,32228.94140625,28074.771484375
5,11706.9150390625,11002.9814453125,10482.9404296875,10475.1142578125,14112.681640625,12366.0927734375,10383.212890625,32036.59375,27952.376953125
5,11493.5390625,10760.416015625,10219.4287109375,10260.3583984375,14268.8447265625,12380.0673828125,10490.1025390625,31607.716796875,27746.03515625
5,10974.072265625,10134.3056640625,9484.998046875,9323.6796875,14931.5810546875,12448.443359375,10231.2578125,31243.0625,27412.572265625
5,11064.05859375,10236.388671875,9664.25,9597.8388671875,15223.296875,12699.70703125,10360.1142578125,31190.509765625,27429.873046875
5,11233.4638671875,10432.03515625,9914.791015625,9822.796875,15631.1396484375,12652.951171875,10365.0537109375,31584.798828125,27787.640625
5,11200.2607421875,10417.15625,9840.55859375,9768.34765625,14818.15625,12352.8115234375,10278.240234375,31761.21484375,27902.333984375
5,11527.4404296875,10810.537109375,10303.6748046875,10296.44921875,14910.8125,13180.6982421875,10828.99609375,31856.71875,27962.958984375
5,11746.216796875,11091.0078125,10559.0751953125,10662.6064453125,14684.3125,13111.20703125,10790.611328125,32198.009765625,28206.138671875
5,11667.7822265625,11015.3896484375,10575.169921875,10470.3330078125,14882.2392578125,13387.76953125,10726.318359375,32236.1328125,28204.244140625
5,10865.3134765625,10052.650390625,9628.939453125,9561.091796875,16162.166015625,14581.6611328125,11396.158203125,32773.16015625,28694.84765625
5,11167.60546875,10422.6806640625,10004.6484375,10320.1923828125,15571.693359375,15176.240234375,12230.2275390625,32681.640625,28644.724609375
14,11694.8955078125,11437.8427734375,11605.693359375,13012.6494140625,18120.916015625,22037.916015625,15962.54296875,34138.96484375,29360.560546875
14,11835.953125,11633.560546875,11878.3349609375,13378.248046875,18516.4921875,22445.037109375,16314.05859375,34026.4140625,29265.453125
14,11061.8798828125,10478.51171875,10199.8251953125,10720.6806640625,16086.0380859375,18551.61328125,13757.966796875,33464.00390625,28856.123046875
14,10579.3310546875,9722.650390625,9168.580078125,8825.404296875,18799.9140625,14246.986328125,10401.7763671875,32240.802734375,28099.953125
14,10175.994140625,9203.849609375,8464.4404296875,7622.93896484375,21581.439453125,12071.97265625,8325.1416015625,31373.908203125,27603.869140625
14,10166.8486328125,9207.2294921875,8536.744140625,7632.25537109375,22580.60546875,12048.1767578125,8195.74609375,30960.21875,27363.056640625
14,10145.1953125,9129.4384765625,8473.869140625,7359.193359375,22442.205078125,11836.251953125,7860.13134765625,30638.341796875,27112.025390625
14,10406.833984375,9527.224609375,8839.06640625,8456.3896484375,16215.3466796875,13689.72265625,9820.580078125,30838.173828125,27328.5546875
14,10624.8291015625,9841.83203125,9387.9423828125,9283.1572265625,15449.580078125,14970.873046875,10939.298828125,31920.12890625,27905.482421875
14,11037.7744140625,10501.060546875,10353.2802734375,11072.5087890625,16884.08984375,18403.126953125,13827.2470703125,32955.12890625,28490.875
14,11265.9443359375,10860.7451171875,10909.908203125,11980.9287109375,18444.056640625,20407.375,15399.708984375,33679.796875,29003.560546875
14,11139.6103515625,10642.3388671875,10510.66015625,11260.5986328125,17171.40625,18360.705078125,14171.765625,33945.5390625,29127.775390625
14,11018.931640625,10401.1298828125,10052.7685546875,10571.6005859375,14550.697265625,16692.201171875,13496.7841796875,33647.30859375,28901.7890625
14,10909.4306640625,10199.669921875,9786.2861328125,9853.9560546875,16254.3544921875,15584.8212890625,12085.5322265625,32756.50390625,28439.986328125
5,10983.27734375,10171.271484375,9910.3427734375,9199.5302734375,19279.37890625,14318.75390625,10213.44921875,31376.888671875,27507.33203125
5,11482.87890625,10744.31640625,10002.16796875,9961.8876953125,13358.4267578125,12179.5966796875,10151.771484375,31927.353515625,27859.3046875
5,11897.0859375,11290.2802734375,10695.5615234375,10982.6435546875,13768.146484375,13996.5869140625,12079.935546875,32494.794921875,28280.244140625
5,12158.955078125,11552.271484375,11110.23046875,11498.9228515625,14667.9306640625,14231.5810546875,12098.5859375,32493.5546875,28308.33203125
5,12253.0546875,11641.3115234375,11353.0146484375,11959.2509765625,13787.134765625,14449.30859375,12698.6259765625,32520.505859375,28216.48046875
5,12091.1171875,11499.9453125,11200.0400390625,11607.3251953125,14877.208984375,13672.22265625,11687.1103515625,31849.078125,27877.791015625
5,11105.4306640625,10292.310546875,9699.2060546875,9664.0390625,15102.56640625,13252.4150390625,10810.4111328125,31310.673828125,27515.65234375
5,11278.9482421875,10502.24609375,10049.6953125,9964.07421875,14951.3525390625,12539.681640625,10401.865234375,31489.75390625,27667.953125
5,11627.896484375,10926.37890625,10516.81640625,10599.8916015625,15244.072265625,13326.3212890625,10946.986328125,31758.830078125,27909.798828125
5,11517.5126953125,10804.4833984375,10267.5693359375,10387.080078125,16086.693359375,13645.21484375,11006.3359375,31734.072265625,27882.69140625
5,11300.3203125,10525.1396484375,10013.806640625,9945.4404296875,15145.921875,12876.802734375,10350.3505859375,31728.708984375,27842.044921875
5,11387.63671875,10610.9248046875,9999.6484375,9905.0341796875,14915.32421875,12387.5595703125,10080.5087890625,32006.7890625,28060.708984375
5,11081.287109375,10288.5078125,9791.4267578125,9904.0166015625,15799.533203125,14444.7255859375,11967.2724609375,31882.1796875,27943.28125
5,11113.21875,10358.0283203125,9883.9638671875,9690.578125,16591.81640625,15171.7451171875,11427.7919921875,32951.234375,28855.677734375
5,11096.642578125,10334.021484375,9882.048828125,9927.154296875,16720.576171875,15232.244140625,11804.6474609375,32816.73046875,28742.326171875
5,11086.10546875,10278.1328125,9868.53125,10351.22265625,14957.0400390625,14762.3525390625,12657.59765625,32661.4609375,28641.318359375
5,10822.607421875,9954.8642578125,9574.41015625,9532.34375,15388.59765625,13360.150390625,10936.427734375,32418.787109375,28467.73828125
5,11048.9248046875,10249.08203125,9925.673828125,10054.9892578125,16849.611328125,14348.69921875,11572.6240234375,32471.546875,28495.2109375
14,11557.6435546875,11237.4365234375,11314.587890625,12601.7001953125,17442.439453125,21192.51953125,15504.4345703125,34375.91796875,29483.59765625
14,11974.109375,11689.056640625,11785.3505859375,12937.71484375,18047.966796875,20981.673828125,15203.7158203125,34168.34375,29316.619140625
14,11644.5185546875,11305.318359375,11433.3408203125,12465.0849609375,18347.23046875,20576.271484375,14973.8876953125,33805.77734375,29116.998046875
14,11116.779296875,10537.091796875,10288.4736328125,10639.5048828125,17313.85546875,18359.404296875,13417.154296875,33193.9765625,28688.857421875
14,11135.8994140625,10485.4501953125,10189.4619140625,10615.06640625,16950.15234375,18913.46484375,14271.669921875,32821.67578125,28592.82421875
14,10994.8486328125,10453.798828125,10346.2587890625,10924.19140625,17408.1875,18824.62890625,13544.8916015625,32770.28515625,28416.98828125
14,11152.63671875,10685.6279296875,10733.2314453125,11589.4755859375,18448.701171875,19839.16796875,14016.7314453125,32353.537109375,28185.958984375
14,10309.5673828125,9395.564453125,8835.1826171875,8084.8798828125,21526.23828125,13381.392578125,8964.4638671875,31116.615234375,27407.060546875
14,10503.58984375,9660.982421875,9133.2529296875,8737.7861328125,17342.095703125,14240.984375,10013.2939453125,31114.53125,27512.357421875
14,10783.517578125,10059.9189453125,9688.46875,9709.7939453125,16416.57421875,15952.35546875,11470.6328125,32079.0625,28004.42578125
14,10938.4228515625,10315.7529296875,10068.111328125,10395.96484375,16181.5390625,16451.537109375,12482.0302734375,32733.3046875,28456.1015625
14,11413.037109375,11010.0087890625,11135.6005859375,12275.541015625,17763.201171875,19969.23046875,15497.740234375,33548.84375,28976.513671875
14,11404.12890625,10979.861328125,10965.763671875,12037.3154296875,16779.380859375,19492.53515625,15173.265625,33653.8984375,28964.126953125
14,11215.7451171875,10693.2138671875,10508.46875,11245.9072265625,14531.060546875,16382.7939453125,13185.2177734375,32913.99609375,28483.447265625
14,11191.8046875,10595.41015625,10249.6044921875,10654.8994140625,14188.39453125,15362.953125,12224.9228515625,32548.00390625,28275.37109375
5,10993.853515625,10203.63671875,9902.373046875,9356.5322265625,18514.931640625,15049.24609375,10895.9365234375,31734.212890625,27715.25390625
5,12064.42578125,11487.501953125,11132.3291015625,11354.1513671875,14936.4208984375,13715.314453125,11375.041015625,32076.33984375,27984.673828125
5,12092.4375,11435.037109375,11088.7041015625,11514.11328125,13765.4482421875,13354.1728515625,11456.0703125,32515.939453125,28248.943359375
5,12641.5244140625,12169.169921875,12141.1396484375,12802.42578125,15562.6259765625,15012.8037109375,12623.3837890625,32700.5625,28329.232421875
5,11773.162109375,11084.48828125,10680.5322265625,10906.8134765625,13958.44921875,12363.8525390625,10636.55078125,31929.02734375,27910.072265625
5,11556.0556640625,10845.283203125,10217.9345703125,10287.1015625,14573.4765625,12582.248046875,10389.6201171875,31325.01953125,27540.16015625
5,11863.1708984375,11223.271484375,10766.328125,10940.23828125,14930.1943359375,13990.6015625,11649.2255859375,31635.06640625,27805.267578125
5,11400.2265625,10640.71484375,10054.1435546875,10112.3994140625,14290.4921875,12905.650390625,10910.46484375,31854.458984375,27999.57421875
5,11364.72265625,10600.212890625,10190.865234375,10310.8798828125,15964.1845703125,13608.634765625,11085.9765625,31768.87109375,27914.98046875
5,11524.3544921875,10845.3974609375,10338.86328125,10598.69140625,15491.3525390625,13960.603515625,11464.5400390625,31818.26953125,27934.4765625
5,11796.8623046875,11134.90625,10769.17578125,10931.970703125,14845.091796875,13625.4970703125,11502.6826171875,31983.501953125,28066.068359375
5,11312.193359375,10556.3046875,10120.6689453125,10254.1923828125,16668.390625,14227.419921875,11525.037109375,31784.859375,27904.76171875
5,11631.3525390625,10949.158203125,10559.9228515625,10846.943359375,15190.4521484375,14728.2412109375,12272.5009765625,32442.0234375,28527.689453125
5,11083.9423828125,10309.9619140625,9914.4541015625,9569.8212890625,16613.244140625,14236.3603515625,10683.8134765625,32421.734375,28453.111328125
5,11578.1474609375,10895.2216796875,10534.12890625,10793.6171875,15326.9501953125,14397.3740234375,12064.6279296875,32822.921875,28710.97265625
5,11154.353515625,10353.4951171875,9790.62890625,10061.3505859375,14025.7880859375,13692.70703125,11928.4912109375,32759.77734375,28675.7421875
5,11298.2724609375,10569.52734375,10091.201171875,10573.87109375,15326.5634765625,15001.98046875,12727.3447265625,32661.52734375,28627.015625
5,11545.0361328125,10856.1484375,10513.279296875,10792.3544921875,15664.548828125,14272.05078125,11759.2880859375,32443.1015625,28491.294921875
5,11070.0126953125,10280.6435546875,9823.5771484375,9361.88671875,17148.607421875,12885.2841796875,9711.150390625,31945.287109375,28125.169921875
14,11232.0576171875,10659.7158203125,10342.3642578125,11017.0361328125,15589.837890625,19419.044921875,14774.486328125,34355.4375,29438.677734375
14,11087.6259765625,10454.857421875,10088.2880859375,10713.232421875,15654.3046875,19521.759765625,14385.08203125,34012.921875,29247.697265625
14,11031.798828125,10387.4208984375,10072.083984375,10566.748046875,16772.08203125,18923.701171875,13947.359375,33470.265625,28861.73828125
14,10566.4052734375,9734.3662109375,9140.1943359375,8785.2607421875,18304.951171875,13956.693359375,10173.3544921875,32192.5,28100.408203125
14,10458.98828125,9598.2744140625,8983.8984375,8561.7978515625,19740.966796875,14003.0771484375,10096.0732421875,31939.984375,27938.9609375
14,10933.193359375,10248.390625,9828.9326171875,10275.44140625,15566.01171875,18461.232421875,13875.4765625,33036.0546875,28614.484375
14,10879.8994140625,10203.2958984375,9784.3134765625,10231.47265625,16024.1083984375,18309.125,13665.5927734375,33119.66796875,28648.6015625
14,10258.86328125,9300.5537109375,8654.6552734375,7777.7294921875,21186.615234375,12855.099609375,8744.0380859375,31565.126953125,27691.185546875
14,10404.8583984375,9523.8251953125,8906.2568359375,8394.9931640625,17864.421875,13995.798828125,9859.142578125,31415.2265625,27576.94921875
14,10816.5419921875,10093.3759765625,9722.951171875,9692.1484375,17345.771484375,16187.7265625,11501.6240234375,31954.412109375,27927.39453125
14,10959.966796875,10260.4111328125,10005.2783203125,9954.314453125,16673.052734375,15483.3544921875,11528.9521484375,32375.4921875,28163.37890625
14,11163.6318359375,10590.845703125,10634.537109375,11033.6572265625,16975.021484375,16484.330078125,13070.681640625,32697.033203125,28462.130859375
14,10833.9833984375,10116.6240234375,9887.2255859375,9576.2060546875,19242.01953125,14835.4375,10988.8125,32224.03515625,28069.11328125
14,10960.443359375,10290.07421875,10065.1669921875,9935.396484375,19663.9609375,15385.19140625,11274.2998046875,31892.76171875,27920.296875
14,11683.8974609375,11299.294921875,11363.39453125,12175.2919921875,17761.26171875,18743.203125,14571.654296875,32767.302734375,28492.6640625
14,11039.28515625,10375.25390625,10060.544921875,10348.0986328125,17203.076171875,18465.890625,13657.3720703125,33192.64453125,28625.71484375
5,10851.1748046875,10136.4677734375,9818.287109375,10142.8798828125,14854.3486328125,14899.0986328125,11758.9873046875,33100.85546875,28587.1171875
5,11716.4814453125,11274.9736328125,11500.0625,12628.6826171875,15929.1787109375,16554.560546875,13983.6298828125,33646.8359375,28966.404296875
5,13741.4384765625,13500.03125,13504.3798828125,13877.0009765625,19058.525390625,16456.5390625,12231.7607421875,32345.171875,28158.880859375
5,12249.291015625,11656.14453125,11122.6083984375,11328.646484375,13699.59765625,13063.0654296875,11409.4248046875,32699.330078125,28412.232421875
5,12725.8271484375,12263.9423828125,12017.5068359375,12668.193359375,14740.9609375,14306.353515625,12119.4697265625,32524.35546875,28287.673828125
5,11738.4384765625,11054.779296875,10620.728515625,10962.4208984375,14271.458984375,12952.6005859375,11062.3056640625,31803.419921875,27840.224609375
5,11511.814453125,10787.8427734375,10288.580078125,10287.775390625,15329.7080078125,12930.6181640625,10697.64453125,31439.3203125,27588.091796875
5,11355.8984375,10597.1494140625,10040.91796875,9897.7744140625,15975.451171875,13195.193359375,10642.2236328125,31521.291015625,27736.841796875
5,11409.443359375,10663.3544921875,10127.951171875,10039.1904296875,15032.212890625,12827.5966796875,10418.4404296875,31570.544921875,27781.15234375
5,11510.12890625,10782.501953125,10283.66796875,10314.6044921875,15363.501953125,13330.6513671875,10873.5224609375,31671.005859375,27864.048828125
5,11498.6396484375,10774.345703125,10301.859375,10464.9326171875,15826.7275390625,13288.7568359375,10914.1455078125,31787.890625,27934.076171875
5,11718.98828125,11045.037109375,10593.9326171875,10758.603515625,15290.208984375,13660.3818359375,11289.013671875,31768.43359375,27925.7109375
5,11509.1875,10793.78515625,10432.14453125,10609.4990234375,16025.3818359375,14103.662109375,11484.013671875,31549.18359375,27754.732421875
5,11415.7666015625,10683.97265625,10205.9716796875,10231.611328125,15917.5537109375,13831.9970703125,11220.7216796875,32497.623046875,28543.671875
5,11264.798828125,10508.3369140625,10036.837890625,10041.828125,15897.0966796875,13567.689453125,11009.830078125,32142.158203125,28287.478515625
5,11148.193359375,10368.0205078125,9948.1826171875,9990.3857421875,16420.8046875,14482.734375,11725.1142578125,32379.037109375,28413.259765625
5,11523.474609375,10794.7548828125,10285.0419921875,10480.3115234375,14525.130859375,13874.1591796875,11821.4951171875,33267.3203125,29032.017578125
5,11813.7255859375,11158.2998046875,10816.013671875,11054.7578125,15297.1181640625,14442.3251953125,12241.8125,33024.92578125,28892.08203125
5,12239.908203125,11670.4677734375,11300.029296875,11542.33984375,14947.853515625,14539.8505859375,12434.7314453125,32683.412109375,28697.85546875
5,11767.2353515625,11084.314453125,10689.134765625,10775.9541015625,14482.7578125,12579.638671875,10858.341796875,32344.6875,28457.58203125
5,11642.37109375,10966.943359375,10597.4453125,10713.7275390625,15681.3564453125,13474.9140625,10906.748046875,32335.982421875,28423.6796875
5,11185.921875,10392.1455078125,9866.927734375,9527.6630859375,15756.4609375,13107.1357421875,10445.865234375,32762.29296875,28709.7109375
14,11453.4111328125,10923.30859375,10638.279296875,11390.123046875,15507.193359375,19473.662109375,15456.7998046875,34305.01171875,29376.36328125
14,11293.3466796875,10721.03515625,10403.837890625,11124.388671875,15496.216796875,19834.1484375,15262,34394.03515625,29445.625
14,10972.6044921875,10300.1767578125,9883.41015625,10325.01171875,16124.7373046875,18576.439453125,13817.8837890625,33987.24609375,29214.673828125
14,10776.4794921875,10059.3583984375,9618.29296875,9963.447265625,16581.646484375,18109.486328125,13534.9599609375,33181.78515625,28622.97265625
14,10220.28515625,9275.0751953125,8566.6953125,7671.9248046875,21340.228515625,12153.0244140625,8430.138671875,31384.794921875,27686
14,10235.8330078125,9296.3427734375,8586.1708984375,7878.83203125,20772.423828125,12481.12890625,8793.5126953125,31096.26953125,27466.8515625
14,10951.361328125,10268.451171875,9855.291015625,10345.5556640625,15525.6328125,18555.0390625,13984.8125,32772.4453125,28413.76953125
14,10947.4140625,10262.8466796875,9859.03515625,10406.7392578125,15811.7998046875,19135.447265625,14300.55859375,33311.7421875,28733.349609375
